"","stock","species","broodyear","spawners","recruits","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2","r2.1","r2.2","r2.3","r2.4","r2.5","r3","r3.1","r3.2","r3.3","r3.4","r4","r4.1","r4.2","r4.3","r4.4","r5","r5.1","r5.2","r5.3","r6","r6.2","r6.3","r6.4","r7","r7.2","r8","stock.id"
"749","Quesnel-Sockeye","Sockeye",1995,116867,167306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,119078,0,NA,NA,0,48228,0,NA,0,0,0,NA,0,NA,15
"750","Quesnel-Sockeye","Sockeye",1996,21719,90690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,67906,0,NA,NA,0,19609,3175,NA,0,0,0,NA,0,NA,15
"751","Quesnel-Sockeye","Sockeye",1997,904914,4692773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1589,79,NA,NA,NA,0,4358762,0,NA,NA,0,318446,13897,NA,0,0,0,NA,0,NA,15
"752","Quesnel-Sockeye","Sockeye",1998,534532,4739875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,56,NA,NA,NA,0,4467804,0,NA,NA,0,272015,0,NA,0,0,0,NA,0,NA,15
"753","Quesnel-Sockeye","Sockeye",1999,106908,810586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,581976,0,NA,NA,0,228610,0,NA,0,0,0,NA,0,NA,15
"754","Quesnel-Sockeye","Sockeye",2000,37163,53810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,38143,0,NA,NA,0,15667,0,NA,0,0,0,NA,0,NA,15
"755","Quesnel-Sockeye","Sockeye",2001,1740454,3701006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4927,42,NA,NA,NA,0,3576455,0,NA,NA,0,115416,4166,NA,0,0,0,NA,0,NA,15
"756","Quesnel-Sockeye","Sockeye",2002,1312599,640265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,38,NA,NA,NA,0,603583,0,NA,NA,0,36207,437,NA,0,0,0,NA,0,NA,15
"757","Quesnel-Sockeye","Sockeye",2003,148235,143876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,82424,0,NA,NA,0,60604,848,NA,0,0,0,NA,0,NA,15
"758","Quesnel-Sockeye","Sockeye",2004,6629,12695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,164,6545,0,NA,NA,0,5986,0,NA,0,0,0,NA,0,NA,15
"759","Quesnel-Sockeye","Sockeye",2005,772179,209440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,198055,11,NA,NA,0,8017,2646,NA,511,200,0,NA,0,NA,15
"760","Quesnel-Sockeye","Sockeye",2006,90069,646323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,234,56,NA,NA,NA,0,598192,0,NA,NA,0,47841,0,NA,0,0,0,NA,0,NA,15
"761","Quesnel-Sockeye","Sockeye",2007,33601,73622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21,NA,NA,NA,0,72938,0,NA,NA,0,648,15,NA,0,0,0,NA,0,NA,15
"762","Quesnel-Sockeye","Sockeye",2008,2473,7570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,727,0,NA,NA,0,6536,307,NA,0,0,0,NA,0,NA,15
"763","Quesnel-Sockeye","Sockeye",2009,82781,318507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,19,NA,NA,NA,137,296451,0,NA,NA,0,21900,0,NA,0,0,0,NA,0,NA,15
"764","Quesnel-Sockeye","Sockeye",2010,131545,2531721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2958,NA,NA,NA,0,2497652,46,NA,NA,0,30937,128,NA,0,0,0,NA,0,NA,15
"765","Quesnel-Sockeye","Sockeye",2011,16936,39948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,31,NA,NA,NA,0,35995,0,NA,NA,0,3922,0,NA,0,0,0,NA,0,NA,15
"766","Quesnel-Sockeye","Sockeye",2012,97,2644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,358,0,NA,NA,0,2285,0,NA,0,0,0,NA,0,NA,15
"767","Quesnel-Sockeye","Sockeye",2013,93727,150184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,287,NA,NA,NA,0,141418,0,NA,NA,0,8479,0,NA,0,0,0,NA,0,NA,15
"768","Quesnel-Sockeye","Sockeye",2014,430821,2172602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1571,NA,NA,NA,0,2130793,0,NA,NA,0,40005,233,NA,0,0,0,NA,NA,NA,15
"769","Quesnel-Sockeye","Sockeye",2015,25749,6341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,5164,0,NA,NA,0,1133,44,NA,NA,NA,NA,NA,NA,NA,15
"770","Chilko-Sockeye","Sockeye",1948,364597,1947973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,32000,NA,NA,NA,0,1643062,6131,NA,NA,NA,11182,254316,NA,0,1282,0,NA,0,NA,16
"771","Chilko-Sockeye","Sockeye",1949,33029,623138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3732,NA,NA,NA,0,560635,621,NA,NA,0,10368,46358,NA,0,1424,0,NA,0,NA,16
"772","Chilko-Sockeye","Sockeye",1950,6555,205875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1489,NA,NA,NA,0,183278,954,NA,NA,0,4705,15449,NA,0,0,0,NA,0,NA,16
"773","Chilko-Sockeye","Sockeye",1951,57563,752327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3925,NA,NA,NA,0,644911,5004,NA,NA,0,20763,74115,NA,0,3609,0,NA,0,NA,16
"774","Chilko-Sockeye","Sockeye",1952,233628,1858476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,18732,NA,NA,NA,0,1763929,114,NA,NA,0,35975,38833,NA,0,893,0,NA,0,NA,16
"775","Chilko-Sockeye","Sockeye",1953,94471,619456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1172,NA,NA,NA,0,514554,2583,NA,NA,0,14004,86362,NA,0,781,0,NA,0,NA,16
"776","Chilko-Sockeye","Sockeye",1954,21247,712749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,12234,NA,NA,NA,0,632132,2844,NA,NA,0,4415,58891,NA,0,2233,0,NA,0,NA,16
"777","Chilko-Sockeye","Sockeye",1955,75834,1513275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,32418,NA,NA,NA,0,1407963,1373,NA,NA,0,31011,40510,NA,0,0,0,NA,0,NA,16
"778","Chilko-Sockeye","Sockeye",1956,368607,2435670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,13905,NA,NA,NA,0,2379854,75,NA,NA,0,16684,25152,NA,0,0,0,NA,0,NA,16
"779","Chilko-Sockeye","Sockeye",1957,83128,138228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,76,NA,NA,NA,0,117362,63,NA,NA,0,3149,17578,NA,0,0,0,NA,0,NA,16
"780","Chilko-Sockeye","Sockeye",1958,70433,433371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4055,NA,NA,NA,0,278320,1711,NA,NA,0,13613,130581,NA,0,5091,0,NA,0,NA,16
"781","Chilko-Sockeye","Sockeye",1959,272891,2212583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,23792,NA,NA,NA,0,2080497,1272,NA,NA,0,18659,88363,NA,0,0,0,NA,0,NA,16
"782","Chilko-Sockeye","Sockeye",1960,244864,1053335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,5472,NA,NA,NA,0,958877,1045,NA,NA,0,5980,81961,NA,0,0,0,NA,0,NA,16
"783","Chilko-Sockeye","Sockeye",1961,15038,69453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,256,NA,NA,NA,0,52713,409,NA,NA,0,11583,4492,NA,0,0,0,NA,0,NA,16
"784","Chilko-Sockeye","Sockeye",1962,42125,985562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10657,NA,NA,NA,0,960609,0,NA,NA,0,13582,696,NA,0,18,0,NA,0,NA,16
"785","Chilko-Sockeye","Sockeye",1963,57207,1206303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,37579,NA,NA,NA,0,1112861,3971,NA,NA,0,4045,47006,NA,0,841,0,NA,0,NA,16
"786","Chilko-Sockeye","Sockeye",1964,131590,2040082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,7252,NA,NA,NA,0,1818921,1343,NA,NA,0,55810,156756,NA,0,0,0,NA,0,NA,16
"787","Chilko-Sockeye","Sockeye",1965,20813,158944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1787,NA,NA,NA,0,138555,1782,NA,NA,0,2360,14460,NA,0,0,0,NA,0,NA,16
"788","Chilko-Sockeye","Sockeye",1966,107541,889200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,26456,NA,NA,NA,0,744469,1479,NA,NA,0,27636,89160,NA,0,0,0,NA,0,NA,16
"789","Chilko-Sockeye","Sockeye",1967,90006,2004710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,28734,NA,NA,NA,0,1933329,5300,NA,NA,0,23351,13996,NA,0,0,0,NA,0,NA,16
"790","Chilko-Sockeye","Sockeye",1968,181912,2476069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,46952,NA,NA,NA,0,2349375,1108,NA,NA,0,21925,55581,NA,0,1128,0,NA,0,NA,16
"791","Chilko-Sockeye","Sockeye",1969,25519,402359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4126,NA,NA,NA,0,369954,294,NA,NA,0,15839,12146,NA,0,0,0,NA,0,NA,16
"792","Chilko-Sockeye","Sockeye",1970,50923,694456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,16775,NA,NA,NA,0,630046,5423,NA,NA,0,1084,41128,NA,0,0,0,NA,0,NA,16
"793","Chilko-Sockeye","Sockeye",1971,97365,852842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,58786,NA,NA,NA,0,740253,13222,NA,NA,0,0,40581,NA,0,0,0,NA,0,NA,16
"794","Chilko-Sockeye","Sockeye",1972,332353,2109574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,42709,NA,NA,NA,0,1947465,1309,NA,NA,0,34424,83501,NA,0,166,0,NA,0,NA,16
"795","Chilko-Sockeye","Sockeye",1973,30231,248297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8835,NA,NA,NA,0,200775,2893,NA,NA,0,6807,27243,NA,0,1744,0,NA,0,NA,16
"796","Chilko-Sockeye","Sockeye",1974,71127,712467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,26487,NA,NA,NA,0,641497,3815,NA,NA,0,4312,36356,NA,0,0,0,NA,0,NA,16
"797","Chilko-Sockeye","Sockeye",1975,133782,1513636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,22821,NA,NA,NA,0,1389008,20230,NA,NA,0,7375,73812,NA,0,390,0,NA,0,NA,16
"798","Chilko-Sockeye","Sockeye",1976,228326,1699113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8457,NA,NA,NA,0,1650944,334,NA,NA,0,25168,14210,NA,0,0,0,NA,0,NA,16
"799","Chilko-Sockeye","Sockeye",1977,20385,199200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3346,NA,NA,NA,0,190527,0,NA,NA,0,2743,2584,NA,0,0,0,NA,0,NA,16
"800","Chilko-Sockeye","Sockeye",1978,85570,1265579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8616,NA,NA,NA,0,1169034,397,NA,NA,0,77743,9789,NA,0,0,0,NA,0,NA,16
"801","Chilko-Sockeye","Sockeye",1979,147920,1721513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,9358,NA,NA,NA,0,1615466,1371,NA,NA,0,72206,15308,NA,0,7804,0,NA,0,NA,16
"802","Chilko-Sockeye","Sockeye",1980,293234,4441927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,12504,NA,NA,NA,0,3920494,414,NA,NA,0,473961,32179,NA,0,2375,0,NA,0,NA,16
"803","Chilko-Sockeye","Sockeye",1981,20164,208706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1722,NA,NA,NA,0,180656,2919,NA,NA,0,4547,18862,NA,0,0,0,NA,0,NA,16
"804","Chilko-Sockeye","Sockeye",1982,142515,1599217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,52424,NA,NA,NA,0,1355953,182,NA,NA,0,131741,57505,NA,0,1412,0,NA,0,NA,16
"805","Chilko-Sockeye","Sockeye",1983,213715,2119741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,45476,NA,NA,NA,0,1717330,5243,NA,NA,0,36418,310875,NA,0,4399,0,NA,0,NA,16
"806","Chilko-Sockeye","Sockeye",1984,283152,676358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,11108,NA,NA,NA,0,500714,1951,NA,NA,0,2890,153893,NA,0,5802,0,NA,0,NA,16
"807","Chilko-Sockeye","Sockeye",1985,34979,572968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,970,NA,NA,NA,0,366037,1563,NA,NA,0,184400,18862,NA,0,1136,0,NA,0,NA,16
"808","Chilko-Sockeye","Sockeye",1986,165504,4800439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47835,NA,NA,NA,0,4413216,335,NA,NA,0,279555,54465,NA,0,5033,0,NA,0,NA,16
"809","Chilko-Sockeye","Sockeye",1987,268111,4420836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,11552,NA,NA,NA,0,4032356,863,NA,NA,0,316979,56111,NA,0,2975,0,NA,0,NA,16
"810","Chilko-Sockeye","Sockeye",1988,206206,3296360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2697,NA,NA,NA,0,2979547,797,NA,NA,0,157913,155406,NA,0,0,0,NA,0,NA,16
"811","Chilko-Sockeye","Sockeye",1989,42811,3117371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,11841,NA,NA,NA,0,3015024,0,NA,NA,0,86942,3564,NA,0,0,0,NA,0,NA,16
"812","Chilko-Sockeye","Sockeye",1990,497991,2628585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,13262,NA,NA,NA,0,2412516,4715,NA,NA,0,178745,19347,NA,0,0,0,NA,0,NA,16
"813","Chilko-Sockeye","Sockeye",1991,597537,1382549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4495,NA,NA,NA,0,1126703,537,NA,NA,0,128342,122472,NA,0,0,0,NA,0,NA,16
"814","Chilko-Sockeye","Sockeye",1992,319959,1866349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3754,NA,NA,NA,0,1773513,614,NA,NA,0,78754,9714,NA,0,0,0,NA,0,NA,16
"815","Chilko-Sockeye","Sockeye",1993,322298,3963871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,18173,NA,NA,NA,0,3380892,208,NA,NA,0,548667,15931,NA,0,0,0,NA,0,NA,16
"816","Chilko-Sockeye","Sockeye",1994,253976,1419987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10606,NA,NA,NA,0,1331935,184,NA,NA,0,72717,4545,NA,0,0,0,NA,0,NA,16
"817","Chilko-Sockeye","Sockeye",1995,298027,1274336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2778,NA,NA,NA,0,1045307,36,NA,NA,0,179013,44788,NA,0,2414,0,NA,0,NA,16
"818","Chilko-Sockeye","Sockeye",1996,504469,1363890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,359,NA,NA,NA,0,1175834,0,NA,NA,0,159331,26555,NA,0,1811,0,NA,0,NA,16
"819","Chilko-Sockeye","Sockeye",1997,509298,885013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,222,NA,NA,NA,0,663879,0,NA,NA,0,204615,16297,NA,0,0,0,NA,0,NA,16
"820","Chilko-Sockeye","Sockeye",1998,467624,536366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1084,NA,NA,NA,0,423716,0,NA,NA,0,73801,34730,NA,0,3035,0,NA,0,NA,16
"821","Chilko-Sockeye","Sockeye",1999,432565,1570589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2228,NA,NA,NA,0,1449980,0,NA,NA,0,109275,9106,NA,0,0,0,NA,0,NA,16
"822","Chilko-Sockeye","Sockeye",2000,395559,501890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3918,NA,NA,NA,0,424960,59,NA,NA,0,27152,42236,NA,0,3565,0,NA,0,NA,16
"823","Chilko-Sockeye","Sockeye",2001,331244,1158636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,176,NA,NA,NA,0,1001606,0,NA,NA,0,89122,67732,NA,0,0,0,NA,0,NA,16
"824","Chilko-Sockeye","Sockeye",2002,215050,1239287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4514,NA,NA,NA,0,1119367,0,NA,NA,0,106118,8734,NA,0,554,0,NA,0,NA,16
"825","Chilko-Sockeye","Sockeye",2003,334896,386062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,557,NA,NA,NA,0,321849,0,NA,NA,0,29357,30465,NA,0,3834,0,NA,0,NA,16
"826","Chilko-Sockeye","Sockeye",2004,49193,426764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,854,NA,NA,NA,0,388845,0,NA,NA,0,33231,3834,NA,0,0,0,NA,0,NA,16
"827","Chilko-Sockeye","Sockeye",2005,285065,363559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,720,NA,NA,NA,0,262014,164,NA,NA,0,37748,62913,NA,0,0,0,NA,0,NA,16
"828","Chilko-Sockeye","Sockeye",2006,261918,5066618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4235,NA,NA,NA,0,4429045,660,NA,NA,0,339299,293379,NA,0,0,0,NA,0,NA,16
"829","Chilko-Sockeye","Sockeye",2007,156518,1133079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2369,NA,NA,NA,0,1056164,781,NA,NA,0,16286,57479,NA,0,0,0,NA,0,NA,16
"830","Chilko-Sockeye","Sockeye",2008,68731,538455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1830,NA,NA,NA,0,477074,0,NA,NA,0,45259,14292,NA,0,0,0,NA,0,NA,16
"831","Chilko-Sockeye","Sockeye",2009,127367,1839231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1081,NA,NA,NA,0,1643617,689,NA,NA,0,187156,5199,NA,0,1489,0,NA,0,NA,16
"832","Chilko-Sockeye","Sockeye",2010,1181540,2917407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,36812,NA,NA,NA,0,2666978,1552,NA,NA,0,78928,132540,NA,597,0,0,NA,0,NA,16
"833","Chilko-Sockeye","Sockeye",2011,457653,877007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2174,NA,NA,NA,0,786305,166,NA,NA,0,85377,2985,NA,0,0,0,NA,0,NA,16
"834","Chilko-Sockeye","Sockeye",2012,90759,224737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1941,NA,NA,NA,0,197621,0,NA,NA,0,25175,0,NA,0,0,0,NA,0,NA,16
"835","Chilko-Sockeye","Sockeye",2013,624483,487594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,769,NA,NA,NA,0,435384,0,NA,NA,0,51441,0,NA,0,0,0,NA,0,NA,16
"836","Chilko-Sockeye","Sockeye",2014,669181,1643852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,2639,NA,NA,NA,0,1554832,0,NA,NA,0,84803,1422,NA,0,156,0,NA,NA,NA,16
"837","Chilko-Sockeye","Sockeye",2015,429012,216621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1480,NA,NA,NA,0,164947,104,NA,NA,0,48961,1129,NA,NA,NA,NA,NA,NA,NA,16
"838","Seymour-Sockeye","Sockeye",1948,1280,29658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,29658,0,NA,NA,NA,0,0,NA,0,0,0,NA,0,NA,17
"839","Seymour-Sockeye","Sockeye",1949,3476,34705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,733,NA,NA,NA,0,25617,0,NA,NA,0,0,8355,NA,0,0,0,NA,0,NA,17
"840","Seymour-Sockeye","Sockeye",1950,4697,162026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,909,NA,NA,NA,0,161081,36,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,17
"841","Seymour-Sockeye","Sockeye",1951,11504,68943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,125,NA,NA,NA,0,67964,0,NA,NA,0,731,123,NA,0,0,0,NA,0,NA,17
"842","Seymour-Sockeye","Sockeye",1952,2780,11249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,93,NA,NA,NA,0,11156,0,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,17
"843","Seymour-Sockeye","Sockeye",1953,2907,45268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,150,NA,NA,NA,0,44870,248,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,17
"844","Seymour-Sockeye","Sockeye",1954,12463,461522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,23882,NA,NA,NA,0,428958,0,NA,NA,0,3444,5238,NA,0,0,0,NA,0,NA,17
"845","Seymour-Sockeye","Sockeye",1955,5178,310002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,372,NA,NA,NA,0,308775,0,NA,NA,0,550,305,NA,0,0,0,NA,0,NA,17
"846","Seymour-Sockeye","Sockeye",1956,1102,12763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,26,NA,NA,NA,0,10971,0,NA,NA,0,1766,0,NA,0,0,0,NA,0,NA,17
"847","Seymour-Sockeye","Sockeye",1957,7106,24583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,262,NA,NA,NA,0,11959,448,NA,NA,0,0,11914,NA,0,0,0,NA,0,NA,17
"848","Seymour-Sockeye","Sockeye",1958,44285,195518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,6184,NA,NA,NA,0,188824,0,NA,NA,0,510,0,NA,0,0,0,NA,0,NA,17
"849","Seymour-Sockeye","Sockeye",1959,25473,175980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,409,NA,NA,NA,0,175192,11,NA,NA,0,368,0,NA,0,0,0,NA,0,NA,17
"850","Seymour-Sockeye","Sockeye",1960,1862,8837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,51,NA,NA,NA,0,8697,0,NA,NA,0,0,89,NA,0,0,0,NA,0,NA,17
"851","Seymour-Sockeye","Sockeye",1961,1957,32923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,55,NA,NA,NA,0,25649,138,NA,NA,0,0,7081,NA,0,0,0,NA,0,NA,17
