"system","broodYr","spawn","rec","rps","rec_part","rps_part"
"Naknek",2006,1953228,4907392.61412749,2.51245252173709,4907392.61412749,2.51245252173709
"Naknek",2007,2945304,4635096.72157778,1.57372438348564,4635096.72157777,1.57372438348563
"Naknek",2008,2472690,3267803.3566339,1.32155804271215,3267803.3566339,1.32155804271215
"Naknek",2009,1169466,1915297.66487233,1.63775403891377,1915297.66487233,1.63775403891377
"Naknek",2010,1463928,7421320.63861877,5.06945740406548,7421320.63861878,5.06945740406548
"Naknek",2011,1177074,5088588.24355416,4.32308269790528,5088588.24355416,4.32308269790528
"Naknek",2012,900312,5422204.55493547,6.02258389862123,5422204.55493547,6.02258389862122
"Naknek",2013,938160,6508686.78146495,6.93771508214478,6508686.78146495,6.93771508214478
"Naknek",2014,1474428,6519491.78455728,4.42170915402941,6519491.78455728,4.42170915402941
"Naknek",2015,1920954,NA,NA,13143024.4739615,6.84192566504015
"Naknek",2016,1691910,NA,NA,5365763.38872321,3.17142365062161
"Egegik",1963,997602,993872.335021644,0.996261369786392,993872.335021644,0.996261369786392
"Egegik",1964,849576,1937882.20732286,2.28099923646955,1937882.20732286,2.28099923646956
"Egegik",1965,1444608,2388485.24706232,1.65337949607251,2388485.24706232,1.65337949607251
"Egegik",1966,804246,2058270.99700996,2.55925549770836,2058270.99700996,2.55925549770836
"Egegik",1967,636864,1631431.11167461,2.56166326197526,1631431.11167461,2.56166326197526
"Egegik",1968,338654,377056.07874012,1.1133962059805,377056.078740121,1.1133962059805
"Egegik",1969,1015554,2755727.70787984,2.71352159302198,2755727.70787985,2.71352159302198
"Egegik",1970,919734,1202584.35791506,1.30753495892841,1202584.35791506,1.30753495892841
"Egegik",1971,634014,2700676.42781917,4.25964793808838,2700676.42781917,4.25964793808839
"Egegik",1972,546402,2909902.03991984,5.32556989161797,2909902.03991984,5.32556989161797
"Egegik",1973,328842,1451686.21168528,4.41454014902378,1451686.21168528,4.41454014902378
"Egegik",1974,1275630,2441308.44951373,1.91380607975176,2441308.44951373,1.91380607975175
"Egegik",1975,1173840,3040168.76745736,2.58993454598357,3040168.76745736,2.58993454598357
"Egegik",1976,509160,4480474.69025333,8.79973817710215,4480474.69025333,8.79973817710214
"Egegik",1977,692514,4167610.04010687,6.01808777888515,4167610.04010687,6.01808777888514
"Egegik",1978,895698,9914902.39786974,11.0694702878311,9914902.39786973,11.0694702878311
"Egegik",1979,1032042,4039741.27916331,3.91431868001817,4039741.27916331,3.91431868001816
"Egegik",1980,1060860,8222418.16084804,7.75070995310224,8222418.16084804,7.75070995310224
"Egegik",1981,694680,5441585.87477155,7.83322662919841,5441585.87477156,7.83322662919842
"Egegik",1982,1034628,6435075.20973767,6.21969945694266,6435075.20973767,6.21969945694266
"Egegik",1983,792282,10811632.5729272,13.6461923569224,10811632.5729272,13.6461923569224
"Egegik",1984,1165345,11766356.1514142,10.0968864597302,11766356.1514143,10.0968864597302
"Egegik",1985,1095192,6382682.84835985,5.82791222759101,6382682.84835985,5.82791222759101
"Egegik",1986,1152180,14207133.5325755,12.330654526702,14207133.5325755,12.330654526702
"Egegik",1987,1273553,25731443.1009924,20.204454075325,25731443.1009923,20.2044540753249
"Egegik",1988,1612745,19465141.8372025,12.0695719640753,19465141.8372025,12.0695719640753
"Egegik",1989,1611566,10134483.3071884,6.28859339747077,10134483.3071884,6.28859339747076
"Egegik",1990,2191582,16060318.3594773,7.32818500949421,16060318.3594773,7.32818500949421
"Egegik",1991,2786925,9948962.32351489,3.56987085175055,9948962.3235149,3.56987085175055
"Egegik",1992,1945632,8668646.67381006,4.45544001836424,8668646.67381006,4.45544001836425
"Egegik",1993,1517000,1936033.99378275,1.27622544085876,1936033.99378275,1.27622544085876
"Egegik",1994,1897977,7979478.91419966,4.20420211319719,7979478.91419966,4.20420211319719
"Egegik",1995,1266692,7522880.95602616,5.93899776427589,7522880.95602614,5.93899776427588
"Egegik",1996,1076460,4161327.82893679,3.86575240040205,4161327.82893679,3.86575240040205
"Egegik",1997,1104004,6063053.15603934,5.49187607657159,6063053.15603935,5.49187607657159
"Egegik",1998,1110938,1270513.827572,1.14364062402402,1270513.827572,1.14364062402402
"Egegik",1999,1728397,13004573.6527384,7.52406631852427,13004573.6527384,7.52406631852426
"Egegik",2000,1032138,12037969.4869112,11.6631395093594,12037969.4869112,11.6631395093594
"Egegik",2001,968872,4786179.93314364,4.93995071912867,4786179.93314364,4.93995071912868
"Egegik",2002,1036092,5292215.43121118,5.10786245932908,5292215.43121117,5.10786245932907
"Egegik",2003,1152120,8801515.97833935,7.63940907053029,8801515.97833935,7.63940907053028
"Egegik",2004,1290144,14139681.1195942,10.959769699812,14139681.1195942,10.959769699812
"Egegik",2005,1621734,6185027.12178944,3.81383575961868,6185027.12178944,3.81383575961868
"Egegik",2006,1465158,3573976.31690727,2.43931119845591,3573976.31690726,2.43931119845591
"Egegik",2007,1432500,6442429.24380496,4.49733280544849,6442429.24380495,4.49733280544848
"Egegik",2008,1259568,3831435.65382977,3.04186487258311,3831435.65382977,3.04186487258311
"Egegik",2009,1146276,4507820.60767909,3.93257872247093,4507820.60767909,3.93257872247093
"Egegik",2010,927054,9911386.77492747,10.6912723260214,9911386.77492747,10.6912723260214
"Egegik",2011,961200,9363508.64880059,9.74147799500685,9363508.64880059,9.74147799500686
"Egegik",2012,1233900,9571848.71706192,7.75739421108835,9571848.71706191,7.75739421108835
"Egegik",2013,1113630,6020572.11016761,5.40625891020142,6020572.11016762,5.40625891020143
"Egegik",2014,1382466,5818459.29751655,4.2087539928769,5818459.29751654,4.20875399287689
"Egegik",2015,2160792,NA,NA,25468839.2179597,11.78680743818
"Egegik",2016,1837260,NA,NA,5214727.39253291,2.8383175993234
"Ugashik",1963,388254,132741.121594047,0.341892476559281,132741.121594047,0.341892476559282
"Ugashik",1964,472770,274732.514051801,0.581112409949448,274732.514051801,0.581112409949448
"Ugashik",1965,996612,392954.453974477,0.394290309543209,392954.453974477,0.394290309543209
"Ugashik",1966,704436,2388187.34896018,3.39021195532339,2388187.34896018,3.39021195532338
"Ugashik",1967,238830,230350.875927913,0.964497240413318,230350.875927913,0.964497240413318
"Ugashik",1968,70896,45087.7900879899,0.635970859963748,45087.79008799,0.63597085996375
"Ugashik",1969,160380,89242.7894271623,0.556445874966719,89242.7894271623,0.556445874966719
"Ugashik",1970,735024,355709.058650318,0.483942100734558,355709.058650318,0.483942100734558
"Ugashik",1971,529752,935802.305221529,1.76649131144673,935802.305221529,1.76649131144673
"Ugashik",1972,79428,276169.906112308,3.47698426389067,276169.906112307,3.47698426389066
"Ugashik",1973,38988,102308.230749062,2.62409538188832,102308.230749062,2.62409538188832
"Ugashik",1974,61854,757906.58046989,12.2531538860848,757906.58046989,12.2531538860848
"Ugashik",1975,429336,4125833.63273711,9.60980125760967,4125833.6327371,9.60980125760966
"Ugashik",1976,356308,5801028.78390357,16.2809389177441,5801028.78390358,16.2809389177442
"Ugashik",1977,201520,2853150.98810227,14.1581529778795,2853150.98810227,14.1581529778795
"Ugashik",1978,82435,1194447.86934343,14.4895720184804,1194447.86934343,14.4895720184804
"Ugashik",1979,1706904,6480880.11029085,3.79686268840594,6480880.11029085,3.79686268840594
"Ugashik",1980,3335284,8062936.54188374,2.417466261309,8062936.54188373,2.417466261309
"Ugashik",1981,1327699,7976426.00248363,6.00770656789199,7976426.00248363,6.00770656789199
"Ugashik",1982,1185551,2359984.76482498,1.99062272717494,2359984.76482498,1.99062272717494
"Ugashik",1983,1001364,1789219.78633632,1.78678261484967,1789219.78633632,1.78678261484967
"Ugashik",1984,1270318,5529833.79309639,4.35310984579955,5529833.79309638,4.35310984579954
"Ugashik",1985,1006407,2823866.10556412,2.80588877617516,2823866.10556412,2.80588877617516
"Ugashik",1986,1015582,7142617.05482445,7.03302840619905,7142617.05482445,7.03302840619905
"Ugashik",1987,686894,7164346.88049255,10.4300618152037,7164346.88049256,10.4300618152037
"Ugashik",1988,654412,5544645.82378031,8.4727141674974,5544645.82378031,8.4727141674974
"Ugashik",1989,1713287,4913113.70601025,2.86765364239048,4913113.70601025,2.86765364239048
"Ugashik",1990,749478,3858558.50626774,5.14832791124988,3858558.50626774,5.14832791124988
"Ugashik",1991,2482016,6680927.45220865,2.69173424031459,6680927.45220865,2.69173424031459
"Ugashik",1992,2194927,3149040.84059656,1.43469046605949,3149040.84059656,1.43469046605949
"Ugashik",1993,1413454,1357579.56061087,0.960469573548818,1357579.56061087,0.960469573548818
"Ugashik",1994,1095068,1586318.3046561,1.44860255678744,1586318.3046561,1.44860255678744
"Ugashik",1995,1321108,5773749.78979739,4.37038439688306,5773749.78979739,4.37038439688306
"Ugashik",1996,692167,1353867.00885998,1.95598317871263,1353867.00885998,1.95598317871263
"Ugashik",1997,656641,3025122.9145432,4.60696623351756,3025122.9145432,4.60696623351756
"Ugashik",1998,924853,1247106.61725814,1.34843766226432,1247106.61725814,1.34843766226432
"Ugashik",1999,1662042,3674159.13614866,2.21062953652715,3674159.13614867,2.21062953652716
"Ugashik",2000,638420,4355277.85490821,6.82196337036466,4355277.85490821,6.82196337036466
"Ugashik",2001,866368,2184180.04411073,2.52107654496788,2184180.04411073,2.52107654496788
"Ugashik",2002,905584,4599328.43100261,5.07885345920711,4599328.43100262,5.07885345920712
"Ugashik",2003,790202,6373081.60221313,8.06512967850389,6373081.60221313,8.0651296785039
"Ugashik",2004,815104,4531615.86426889,5.55955542393227,4531615.86426888,5.55955542393226
"Ugashik",2005,799612,5265097.61583498,6.58456553407775,5265097.61583498,6.58456553407776
"Ugashik",2006,1003158,3402249.68118196,3.39153920038714,3402249.68118196,3.39153920038714
"Ugashik",2007,2599186,3140558.61112024,1.2082854444123,3140558.61112024,1.2082854444123
"Ugashik",2008,596332,3163445.30488754,5.30483909112297,3163445.30488755,5.30483909112298
"Ugashik",2009,1364338,982891.156699286,0.720416170112748,982891.156699287,0.720416170112748
"Ugashik",2010,830886,2113277.87345172,2.54340291381937,2113277.87345172,2.54340291381937
"Ugashik",2011,1029853,6745930.97213661,6.55038240616536,6745930.97213662,6.55038240616537
"Ugashik",2012,670578,5917714.603741,8.824796822653,5917714.603741,8.82479682265299
"Ugashik",2013,898110,5990615.99268631,6.67024751164814,5990615.99268631,6.67024751164813
"Ugashik",2014,640158,4326726.17713992,6.75884106289372,4326726.17713993,6.75884106289373
"Ugashik",2015,1564638,NA,NA,4144727.54477858,2.64900094768156
"Ugashik",2016,1635270,NA,NA,7155900.02955124,4.37597462776865
