stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Cultus_2020_41,Cultus,11,2020,2024,41,111,29,NA,NA,NA,0,Supplementation Occurred,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2020_42,Cultus,11,2020,2024,42,111,29,NA,NA,NA,190,Supplementation Occurred,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2020_43,Cultus,11,2020,2024,43,111,29,NA,NA,NA,0,Supplementation Occurred,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2020_51,Cultus,11,2020,2025,51,111,29,NA,NA,NA,NA,Supplementation Occurred,NA,NA,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2020_52,Cultus,11,2020,2025,52,111,29,NA,NA,NA,NA,Supplementation Occurred,NA,NA,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2020_53,Cultus,11,2020,2025,53,111,29,NA,NA,NA,NA,Supplementation Occurred,NA,NA,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2021_21,Cultus,11,2021,2023,21,295,72,NA,NA,NA,0,Supplementation Occurred,NA,Historic flooding event,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2021_31,Cultus,11,2021,2024,31,295,72,NA,NA,NA,0,Supplementation Occurred,NA,Historic flooding event,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2021_32,Cultus,11,2021,2024,32,295,72,NA,NA,NA,54,Supplementation Occurred,NA,Historic flooding event,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2021_41,Cultus,11,2021,2025,41,295,72,NA,NA,NA,NA,Supplementation Occurred,NA,Historic flooding event,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2021_42,Cultus,11,2021,2025,42,295,72,NA,NA,NA,626,Supplementation Occurred,NA,Historic flooding event,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2021_43,Cultus,11,2021,2025,43,295,72,NA,NA,NA,NA,Supplementation Occurred,NA,Historic flooding event,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2022_21,Cultus,11,2022,2024,21,1041,267,NA,NA,NA,0,Supplementation Occurred,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.
Cultus_2022_31,Cultus,11,2022,2025,31,1041,267,NA,NA,NA,NA,Supplementation Occurred,NA,NA,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2022_32,Cultus,11,2022,2025,32,1041,267,NA,NA,NA,NA,Supplementation Occurred,NA,NA,in-season-based,NA,5,NA,Exclude: intensive hatchery and captive brood programs. Smolt data used over spawners.,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Cultus_2023_21,Cultus,11,2023,2025,21,132,13,NA,NA,NA,NA,Supplementation Occurred,NA,63% jacks,in-season-based,NA,5,NA,Include,Exclude: in-season data. No samples from appropriate gear types. Can use terminal estimate and all 4-year olds.
Portage_1948_21,Portage,12,1948,1950,21,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_31,Portage,12,1948,1951,31,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_32,Portage,12,1948,1951,32,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_41,Portage,12,1948,1952,41,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_42,Portage,12,1948,1952,42,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_43,Portage,12,1948,1952,43,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_51,Portage,12,1948,1953,51,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_52,Portage,12,1948,1953,52,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_53,Portage,12,1948,1953,53,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_62,Portage,12,1948,1954,62,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_63,Portage,12,1948,1954,63,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_64,Portage,12,1948,1954,64,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1948_72,Portage,12,1948,1955,72,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_21,Portage,12,1949,1951,21,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_31,Portage,12,1949,1952,31,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_32,Portage,12,1949,1952,32,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_41,Portage,12,1949,1953,41,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_42,Portage,12,1949,1953,42,0,NA,NA,NA,NA,296,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_43,Portage,12,1949,1953,43,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_51,Portage,12,1949,1954,51,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_52,Portage,12,1949,1954,52,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_53,Portage,12,1949,1954,53,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_62,Portage,12,1949,1955,62,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_63,Portage,12,1949,1955,63,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_64,Portage,12,1949,1955,64,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1949_72,Portage,12,1949,1956,72,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_21,Portage,12,1950,1952,21,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_31,Portage,12,1950,1953,31,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_32,Portage,12,1950,1953,32,0,NA,NA,NA,NA,426,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_41,Portage,12,1950,1954,41,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_42,Portage,12,1950,1954,42,0,NA,NA,NA,NA,28087,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_43,Portage,12,1950,1954,43,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_51,Portage,12,1950,1955,51,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_52,Portage,12,1950,1955,52,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_53,Portage,12,1950,1955,53,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_62,Portage,12,1950,1956,62,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_63,Portage,12,1950,1956,63,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_64,Portage,12,1950,1956,64,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1950_72,Portage,12,1950,1957,72,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1951_21,Portage,12,1951,1953,21,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_31,Portage,12,1951,1954,31,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_32,Portage,12,1951,1954,32,29,15,NA,NA,NA,18,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_41,Portage,12,1951,1955,41,29,15,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_42,Portage,12,1951,1955,42,29,15,NA,NA,NA,226,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_43,Portage,12,1951,1955,43,29,15,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_51,Portage,12,1951,1956,51,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_52,Portage,12,1951,1956,52,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_53,Portage,12,1951,1956,53,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1951_62,Portage,12,1951,1957,62,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1951_63,Portage,12,1951,1957,63,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1951_64,Portage,12,1951,1957,64,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1951_72,Portage,12,1951,1958,72,29,15,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_21,Portage,12,1952,1954,21,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_31,Portage,12,1952,1955,31,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_32,Portage,12,1952,1955,32,0,NA,NA,NA,NA,2,NA,NA,NA,post-DBE,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_41,Portage,12,1952,1956,41,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_42,Portage,12,1952,1956,42,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_43,Portage,12,1952,1956,43,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Exclude: poor spawner data prior to 1953
Portage_1952_51,Portage,12,1952,1957,51,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_52,Portage,12,1952,1957,52,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_53,Portage,12,1952,1957,53,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_62,Portage,12,1952,1958,62,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_63,Portage,12,1952,1958,63,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_64,Portage,12,1952,1958,64,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1952_72,Portage,12,1952,1959,72,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Exclude: poor data quality for Portage prior to 1953,Include
Portage_1953_21,Portage,12,1953,1955,21,200,24,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Exclude: poor spawner data prior to 1953
Portage_1953_31,Portage,12,1953,1956,31,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Exclude: poor spawner data prior to 1953
Portage_1953_32,Portage,12,1953,1956,32,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Exclude: poor spawner data prior to 1953
Portage_1953_41,Portage,12,1953,1957,41,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_42,Portage,12,1953,1957,42,200,24,NA,NA,NA,394,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_43,Portage,12,1953,1957,43,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_51,Portage,12,1953,1958,51,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_52,Portage,12,1953,1958,52,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_53,Portage,12,1953,1958,53,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_62,Portage,12,1953,1959,62,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_63,Portage,12,1953,1959,63,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_64,Portage,12,1953,1959,64,200,24,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1953_72,Portage,12,1953,1960,72,200,24,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1954_21,Portage,12,1954,1956,21,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Exclude: poor spawner data prior to 1953
Portage_1954_31,Portage,12,1954,1957,31,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_32,Portage,12,1954,1957,32,3379,1729,NA,NA,NA,1898,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_41,Portage,12,1954,1958,41,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_42,Portage,12,1954,1958,42,3379,1729,NA,NA,NA,35946,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_43,Portage,12,1954,1958,43,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_51,Portage,12,1954,1959,51,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_52,Portage,12,1954,1959,52,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_53,Portage,12,1954,1959,53,3379,1729,NA,NA,NA,856,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1954_62,Portage,12,1954,1960,62,3379,1729,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1954_63,Portage,12,1954,1960,63,3379,1729,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1954_64,Portage,12,1954,1960,64,3379,1729,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1954_72,Portage,12,1954,1961,72,3379,1729,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_21,Portage,12,1955,1957,21,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_31,Portage,12,1955,1958,31,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_32,Portage,12,1955,1958,32,43,20,NA,NA,NA,16,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_41,Portage,12,1955,1959,41,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_42,Portage,12,1955,1959,42,43,20,NA,NA,NA,4376,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_43,Portage,12,1955,1959,43,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_51,Portage,12,1955,1960,51,43,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1955_52,Portage,12,1955,1960,52,43,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1955_53,Portage,12,1955,1960,53,43,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1955_62,Portage,12,1955,1961,62,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_63,Portage,12,1955,1961,63,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_64,Portage,12,1955,1961,64,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1955_72,Portage,12,1955,1962,72,43,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_21,Portage,12,1956,1958,21,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_31,Portage,12,1956,1959,31,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_32,Portage,12,1956,1959,32,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_41,Portage,12,1956,1960,41,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1956_42,Portage,12,1956,1960,42,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1956_43,Portage,12,1956,1960,43,0,NA,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1956_51,Portage,12,1956,1961,51,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_52,Portage,12,1956,1961,52,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_53,Portage,12,1956,1961,53,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_62,Portage,12,1956,1962,62,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_63,Portage,12,1956,1962,63,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_64,Portage,12,1956,1962,64,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1956_72,Portage,12,1956,1963,72,0,NA,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_21,Portage,12,1957,1959,21,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_31,Portage,12,1957,1960,31,452,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1957_32,Portage,12,1957,1960,32,452,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1957_41,Portage,12,1957,1961,41,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_42,Portage,12,1957,1961,42,452,20,NA,NA,NA,47,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_43,Portage,12,1957,1961,43,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_51,Portage,12,1957,1962,51,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_52,Portage,12,1957,1962,52,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_53,Portage,12,1957,1962,53,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_62,Portage,12,1957,1963,62,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_63,Portage,12,1957,1963,63,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_64,Portage,12,1957,1963,64,452,20,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1957_72,Portage,12,1957,1964,72,452,20,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1958_21,Portage,12,1958,1960,21,4803,2749,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1958_31,Portage,12,1958,1961,31,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_32,Portage,12,1958,1961,32,4803,2749,NA,NA,NA,895,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_41,Portage,12,1958,1962,41,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_42,Portage,12,1958,1962,42,4803,2749,NA,NA,NA,24738,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_43,Portage,12,1958,1962,43,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_51,Portage,12,1958,1963,51,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_52,Portage,12,1958,1963,52,4803,2749,NA,NA,NA,12,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_53,Portage,12,1958,1963,53,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1958_62,Portage,12,1958,1964,62,4803,2749,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1958_63,Portage,12,1958,1964,63,4803,2749,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1958_64,Portage,12,1958,1964,64,4803,2749,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Portage_1958_72,Portage,12,1958,1965,72,4803,2749,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1959_21,Portage,12,1959,1961,21,572,286,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Portage_1959_31,Portage,12,1959,1962,31,572,286,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
